charge_id,account_id,batch_id,charge_date,charge_type,charge_amount,generated_at
CHG-001323,ACCT-000012,B0013,2027-01-05,Base Fee,120.87,2026-07-15T12:49:22+00:00
CHG-001324,ACCT-000012,B0013,2027-01-01,Tax Surcharge,106.95,2026-07-15T12:49:22+00:00
CHG-001325,ACCT-000012,B0013,2027-01-10,Tax Surcharge,330.49,2026-07-15T12:49:22+00:00
CHG-001326,ACCT-000060,B0013,2026-12-19,Base Fee,312.98,2026-07-15T12:49:22+00:00
CHG-001327,ACCT-000060,B0013,2026-12-21,Rider,220.87,2026-07-15T12:49:22+00:00
CHG-001328,ACCT-000060,B0013,2026-12-17,Energy,157.65,2026-07-15T12:49:22+00:00
CHG-001329,ACCT-000060,B0013,2026-12-19,Rider,306.39,2026-07-15T12:49:22+00:00
CHG-001330,ACCT-000152,B0013,2026-12-18,Rider,249.98,2026-07-15T12:49:22+00:00
CHG-001331,ACCT-000153,B0013,2027-01-01,Delivery,360.23,2026-07-15T12:49:22+00:00
CHG-001332,ACCT-000153,B0013,2027-01-04,Tax Surcharge,299.62,2026-07-15T12:49:22+00:00
CHG-001333,ACCT-000153,B0013,2026-12-18,Tax Surcharge,386.25,2026-07-15T12:49:22+00:00
CHG-001334,ACCT-000154,B0013,2026-12-20,Energy,151.39,2026-07-15T12:49:22+00:00
CHG-001335,ACCT-000154,B0013,2027-01-02,Energy,298.6,2026-07-15T12:49:22+00:00
CHG-001336,ACCT-000049,B0014,2027-02-05,Delivery,235.24,2026-07-15T14:43:18+00:00
CHG-001337,ACCT-000049,B0014,2027-02-06,Delivery,323.21,2026-07-15T14:43:18+00:00
CHG-001338,ACCT-000049,B0014,2027-01-27,Rider,155.72,2026-07-15T14:43:18+00:00
CHG-001339,ACCT-000049,B0014,2027-01-31,Base Fee,97.9,2026-07-15T14:43:18+00:00
CHG-001340,ACCT-000078,B0014,2027-02-02,Rider,392.53,2026-07-15T14:43:18+00:00
CHG-001341,ACCT-000078,B0014,2027-01-22,Energy,345.17,2026-07-15T14:43:18+00:00
CHG-001342,ACCT-000148,B0014,2027-01-15,Energy,80.32,2026-07-15T14:43:18+00:00
CHG-001343,ACCT-000148,B0014,2027-01-27,Delivery,325.57,2026-07-15T14:43:18+00:00
CHG-001344,ACCT-000148,B0014,2027-01-20,Rider,196.87,2026-07-15T14:43:18+00:00
CHG-001345,ACCT-000148,B0014,2027-01-29,Energy,233.41,2026-07-15T14:43:18+00:00
CHG-001346,ACCT-000093,B0014,2027-02-03,Delivery,190.54,2026-07-15T14:43:18+00:00
CHG-001347,ACCT-000004,B0014,2027-02-02,Tax Surcharge,337.59,2026-07-15T14:43:18+00:00
CHG-001348,ACCT-000004,B0014,2027-01-15,Energy,155.52,2026-07-15T14:43:18+00:00
CHG-001349,ACCT-000004,B0014,2027-01-29,Rider,370.84,2026-07-15T14:43:18+00:00
CHG-001350,ACCT-000004,B0014,2027-01-23,Energy,325.09,2026-07-15T14:43:18+00:00
CHG-001351,ACCT-000070,B0014,2027-01-30,Delivery,140.51,2026-07-15T14:43:18+00:00
CHG-001352,ACCT-000070,B0014,2027-01-29,Rider,281.81,2026-07-15T14:43:18+00:00
CHG-001353,ACCT-000070,B0014,2027-01-20,Delivery,250.05,2026-07-15T14:43:18+00:00
CHG-001354,ACCT-000041,B0014,2027-02-09,Base Fee,312.61,2026-07-15T14:43:18+00:00
CHG-001355,ACCT-000041,B0014,2027-01-19,Rider,121.95,2026-07-15T14:43:18+00:00
CHG-001356,ACCT-000041,B0014,2027-01-27,Energy,129.72,2026-07-15T14:43:18+00:00
CHG-001357,ACCT-000041,B0014,2027-01-26,Energy,369.91,2026-07-15T14:43:18+00:00
CHG-001358,ACCT-000035,B0014,2027-02-01,Tax Surcharge,328.72,2026-07-15T14:43:18+00:00
CHG-001359,ACCT-000035,B0014,2027-02-07,Delivery,221.34,2026-07-15T14:43:18+00:00
CHG-001360,ACCT-000035,B0014,2027-02-01,Tax Surcharge,350.76,2026-07-15T14:43:18+00:00
CHG-001361,ACCT-000007,B0014,2027-02-09,Delivery,69.32,2026-07-15T14:43:18+00:00
CHG-001362,ACCT-000007,B0014,2027-01-29,Delivery,316.58,2026-07-15T14:43:18+00:00
CHG-001363,ACCT-000007,B0014,2027-02-02,Delivery,363.02,2026-07-15T14:43:18+00:00
CHG-001364,ACCT-000007,B0014,2027-02-01,Tax Surcharge,26.74,2026-07-15T14:43:18+00:00
CHG-001365,ACCT-000137,B0014,2027-01-25,Delivery,136.64,2026-07-15T14:43:18+00:00
CHG-001366,ACCT-000099,B0014,2027-01-27,Energy,44.86,2026-07-15T14:43:18+00:00
CHG-001367,ACCT-000099,B0014,2027-01-28,Delivery,297.35,2026-07-15T14:43:18+00:00
CHG-001368,ACCT-000005,B0014,2027-01-28,Base Fee,221.22,2026-07-15T14:43:18+00:00
CHG-001369,ACCT-000005,B0014,2027-01-18,Delivery,101.95,2026-07-15T14:43:18+00:00
CHG-001370,ACCT-000005,B0014,2027-01-26,Delivery,195.81,2026-07-15T14:43:18+00:00
CHG-001371,ACCT-000018,B0014,2027-01-21,Delivery,85.57,2026-07-15T14:43:18+00:00
CHG-001372,ACCT-000018,B0014,2027-02-01,Rider,219.8,2026-07-15T14:43:18+00:00
CHG-001373,ACCT-000018,B0014,2027-01-28,Tax Surcharge,91.05,2026-07-15T14:43:18+00:00
CHG-001374,ACCT-000018,B0014,2027-01-22,Base Fee,211.15,2026-07-15T14:43:18+00:00
CHG-001375,ACCT-000052,B0014,2027-02-07,Rider,300.45,2026-07-15T14:43:18+00:00
CHG-001376,ACCT-000052,B0014,2027-01-18,Base Fee,32.17,2026-07-15T14:43:18+00:00
CHG-001377,ACCT-000086,B0014,2027-01-28,Delivery,291.59,2026-07-15T14:43:18+00:00
CHG-001378,ACCT-000083,B0014,2027-02-01,Base Fee,389.25,2026-07-15T14:43:18+00:00
CHG-001379,ACCT-000083,B0014,2027-01-27,Energy,335.23,2026-07-15T14:43:18+00:00
CHG-001380,ACCT-000083,B0014,2027-01-31,Tax Surcharge,39.03,2026-07-15T14:43:18+00:00
CHG-001381,ACCT-000083,B0014,2027-02-07,Tax Surcharge,357.47,2026-07-15T14:43:18+00:00
CHG-001382,ACCT-000045,B0014,2027-02-04,Tax Surcharge,83.75,2026-07-15T14:43:18+00:00
CHG-001383,ACCT-000045,B0014,2027-01-19,Delivery,56.62,2026-07-15T14:43:18+00:00
CHG-001384,ACCT-000040,B0014,2027-02-04,Tax Surcharge,63.92,2026-07-15T14:43:18+00:00
CHG-001385,ACCT-000040,B0014,2027-01-25,Rider,369.42,2026-07-15T14:43:18+00:00
CHG-001386,ACCT-000081,B0014,2027-02-06,Base Fee,339.63,2026-07-15T14:43:18+00:00
CHG-001387,ACCT-000081,B0014,2027-02-02,Tax Surcharge,332.65,2026-07-15T14:43:18+00:00
CHG-001388,ACCT-000081,B0014,2027-01-29,Delivery,209.74,2026-07-15T14:43:18+00:00
CHG-001389,ACCT-000081,B0014,2027-01-16,Energy,278.1,2026-07-15T14:43:18+00:00
CHG-001390,ACCT-000069,B0014,2027-01-24,Energy,382.77,2026-07-15T14:43:18+00:00
CHG-001391,ACCT-000069,B0014,2027-02-04,Tax Surcharge,232.96,2026-07-15T14:43:18+00:00
CHG-001392,ACCT-000085,B0014,2027-01-19,Delivery,309.38,2026-07-15T14:43:18+00:00
CHG-001393,ACCT-000085,B0014,2027-01-29,Base Fee,346.19,2026-07-15T14:43:18+00:00
CHG-001394,ACCT-000085,B0014,2027-02-01,Rider,44.63,2026-07-15T14:43:18+00:00
CHG-001395,ACCT-000085,B0014,2027-01-18,Delivery,93.09,2026-07-15T14:43:18+00:00
CHG-001396,ACCT-000098,B0014,2027-01-26,Energy,135.58,2026-07-15T14:43:18+00:00
CHG-001397,ACCT-000098,B0014,2027-01-18,Rider,104.16,2026-07-15T14:43:18+00:00
CHG-001398,ACCT-000098,B0014,2027-01-25,Tax Surcharge,20.92,2026-07-15T14:43:18+00:00
CHG-001399,ACCT-000098,B0014,2027-01-17,Rider,55.67,2026-07-15T14:43:18+00:00
CHG-001400,ACCT-000098,B0014,2027-01-25,Tax Surcharge,20.92,2026-07-15T14:43:18+00:00
CHG-001401,ACCT-000011,B0014,2027-01-24,Energy,309.64,2026-07-15T14:43:18+00:00
CHG-001402,ACCT-000015,B0014,2027-01-31,Base Fee,265.21,2026-07-15T14:43:18+00:00
CHG-001403,ACCT-000015,B0014,2027-01-15,Energy,396.47,2026-07-15T14:43:18+00:00
CHG-001404,ACCT-000143,B0014,2027-01-26,Energy,268.74,2026-07-15T14:43:18+00:00
CHG-001405,ACCT-000143,B0014,2027-02-03,Rider,362.63,2026-07-15T14:43:18+00:00
CHG-001406,ACCT-000028,B0014,2027-01-20,Delivery,287.67,2026-07-15T14:43:18+00:00
CHG-001407,ACCT-000127,B0014,2027-02-08,Energy,189.66,2026-07-15T14:43:18+00:00
CHG-001408,ACCT-000127,B0014,2027-01-20,Rider,286.64,2026-07-15T14:43:18+00:00
CHG-001409,ACCT-000019,B0014,2027-02-02,Base Fee,126.07,2026-07-15T14:43:18+00:00
CHG-001410,ACCT-000019,B0014,2027-01-15,Delivery,71.18,2026-07-15T14:43:18+00:00
CHG-001411,ACCT-000090,B0014,2027-01-17,Energy,241.98,2026-07-15T14:43:18+00:00
CHG-001412,ACCT-000090,B0014,2027-01-30,Delivery,325.68,2026-07-15T14:43:18+00:00
CHG-001413,ACCT-000090,B0014,2027-02-06,Delivery,367.16,2026-07-15T14:43:18+00:00
CHG-001414,ACCT-000090,B0014,2027-01-31,Base Fee,295.63,2026-07-15T14:43:18+00:00
CHG-001415,ACCT-000038,B0014,2027-01-20,Tax Surcharge,176.4,2026-07-15T14:43:18+00:00
CHG-001416,ACCT-000038,B0014,2027-02-07,Energy,280.21,2026-07-15T14:43:18+00:00
CHG-001417,ACCT-000038,B0014,2027-01-24,Delivery,260.13,2026-07-15T14:43:18+00:00
CHG-001418,ACCT-000038,B0014,2027-02-09,Delivery,383.35,2026-07-15T14:43:18+00:00
CHG-001419,ACCT-000048,B0014,2027-01-24,Base Fee,261.15,2026-07-15T14:43:18+00:00
CHG-001420,ACCT-000145,B0014,2027-01-18,Delivery,395.72,2026-07-15T14:43:18+00:00
CHG-001421,ACCT-000145,B0014,2027-02-08,Delivery,354.84,2026-07-15T14:43:18+00:00
CHG-001422,ACCT-000145,B0014,2027-02-02,Tax Surcharge,341.79,2026-07-15T14:43:18+00:00
CHG-001423,ACCT-000145,B0014,2027-01-24,Tax Surcharge,283.32,2026-07-15T14:43:18+00:00
CHG-001424,ACCT-000155,B0014,2027-01-29,Energy,207.65,2026-07-15T14:43:18+00:00
CHG-001425,ACCT-000156,B0014,2027-01-20,Tax Surcharge,341.25,2026-07-15T14:43:18+00:00
CHG-001426,ACCT-000156,B0014,2027-02-07,Energy,314.47,2026-07-15T14:43:18+00:00
CHG-001427,ACCT-000156,B0014,2027-02-08,Rider,380.65,2026-07-15T14:43:18+00:00
CHG-001428,ACCT-000157,B0014,2027-01-23,Tax Surcharge,339.58,2026-07-15T14:43:18+00:00
CHG-001429,ACCT-000157,B0014,2027-02-02,Delivery,126.2,2026-07-15T14:43:18+00:00
CHG-001430,ACCT-000157,B0014,2027-02-02,Delivery,126.2,2026-07-15T14:43:18+00:00
CHG-001431,ACCT-000009,B0015,2027-03-11,Energy,255.79,2026-07-15T16:14:57+00:00
CHG-001432,ACCT-000009,B0015,2027-03-04,Base Fee,302.46,2026-07-15T16:14:57+00:00
CHG-001433,ACCT-000026,B0015,2027-02-26,Delivery,82.27,2026-07-15T16:14:57+00:00
CHG-001434,ACCT-000026,B0015,2027-03-09,Delivery,219.43,2026-07-15T16:14:57+00:00
CHG-001435,ACCT-000026,B0015,2027-03-03,Delivery,191.05,2026-07-15T16:14:57+00:00
CHG-001436,ACCT-000026,B0015,2027-02-23,Tax Surcharge,312.28,2026-07-15T16:14:57+00:00
CHG-001437,ACCT-000026,B0015,2027-03-03,Delivery,191.05,2026-07-15T16:14:57+00:00
CHG-001438,ACCT-000064,B0015,2027-02-14,Energy,52.02,2026-07-15T16:14:57+00:00
CHG-001439,ACCT-000064,B0015,2027-02-23,Base Fee,96.95,2026-07-15T16:14:57+00:00
CHG-001440,ACCT-000064,B0015,2027-03-05,Rider,181.99,2026-07-15T16:14:57+00:00
CHG-001441,ACCT-000034,B0015,2027-02-18,Base Fee,283.21,2026-07-15T16:14:57+00:00
CHG-001442,ACCT-000034,B0015,2027-03-10,Rider,101.33,2026-07-15T16:14:57+00:00
CHG-001443,ACCT-000021,B0015,2027-02-20,Rider,69.99,2026-07-15T16:14:57+00:00
CHG-001444,ACCT-000021,B0015,2027-02-15,Energy,107.72,2026-07-15T16:14:57+00:00
CHG-001445,ACCT-000021,B0015,2027-03-04,Delivery,389.9,2026-07-15T16:14:57+00:00
CHG-001446,ACCT-000021,B0015,2027-02-15,Energy,78.75,2026-07-15T16:14:57+00:00
CHG-001447,ACCT-000100,B0015,2027-02-23,Energy,101.54,2026-07-15T16:14:57+00:00
CHG-001448,ACCT-000086,B0015,2027-02-25,Tax Surcharge,298.42,2026-07-15T16:14:57+00:00
CHG-001449,ACCT-000086,B0015,2027-02-23,Delivery,261.8,2026-07-15T16:14:57+00:00
CHG-001450,ACCT-000003,B0015,2027-02-26,Delivery,60.68,2026-07-15T16:14:57+00:00
CHG-001451,ACCT-000003,B0015,2027-03-05,Base Fee,349.92,2026-07-15T16:14:57+00:00
CHG-001452,ACCT-000003,B0015,2027-03-08,Rider,181.91,2026-07-15T16:14:57+00:00
CHG-001453,ACCT-000003,B0015,2027-03-10,Base Fee,82.17,2026-07-15T16:14:57+00:00
CHG-001454,ACCT-000078,B0015,2027-02-23,Base Fee,321.0,2026-07-15T16:14:57+00:00
CHG-001455,ACCT-000078,B0015,2027-02-15,Energy,287.79,2026-07-15T16:14:57+00:00
CHG-001456,ACCT-000078,B0015,2027-03-01,Rider,114.5,2026-07-15T16:14:57+00:00
CHG-001457,ACCT-000078,B0015,2027-03-03,Delivery,337.95,2026-07-15T16:14:57+00:00
CHG-001458,ACCT-000078,B0015,2027-02-23,Base Fee,321.0,2026-07-15T16:14:57+00:00
CHG-001459,ACCT-000069,B0015,2027-02-17,Base Fee,153.26,2026-07-15T16:14:57+00:00
CHG-001460,ACCT-000047,B0015,2027-02-27,Delivery,185.91,2026-07-15T16:14:57+00:00
CHG-001461,ACCT-000152,B0015,2027-02-20,Energy,113.91,2026-07-15T16:14:57+00:00
CHG-001462,ACCT-000079,B0015,2027-02-19,Base Fee,112.5,2026-07-15T16:14:57+00:00
CHG-001463,ACCT-000079,B0015,2027-03-03,Energy,389.3,2026-07-15T16:14:57+00:00
CHG-001464,ACCT-000023,B0015,2027-02-28,Energy,98.06,2026-07-15T16:14:57+00:00
CHG-001465,ACCT-000023,B0015,2027-02-23,Energy,392.47,2026-07-15T16:14:57+00:00
CHG-001466,ACCT-000001,B0015,2027-02-22,Delivery,75.37,2026-07-15T16:14:57+00:00
CHG-001467,ACCT-000001,B0015,2027-02-18,Energy,94.73,2026-07-15T16:14:57+00:00
CHG-001468,ACCT-000001,B0015,2027-02-19,Base Fee,322.16,2026-07-15T16:14:57+00:00
CHG-001469,ACCT-000061,B0015,2027-02-25,Tax Surcharge,66.56,2026-07-15T16:14:57+00:00
CHG-001470,ACCT-000061,B0015,2027-02-18,Tax Surcharge,280.32,2026-07-15T16:14:57+00:00
CHG-001471,ACCT-000057,B0015,2027-02-23,Tax Surcharge,116.53,2026-07-15T16:14:57+00:00
CHG-001472,ACCT-000057,B0015,2027-02-20,Energy,104.93,2026-07-15T16:14:57+00:00
CHG-001473,ACCT-000057,B0015,2027-02-28,Tax Surcharge,30.81,2026-07-15T16:14:57+00:00
CHG-001474,ACCT-000033,B0015,2027-02-22,Delivery,110.94,2026-07-15T16:14:57+00:00
CHG-001475,ACCT-000033,B0015,2027-03-02,Tax Surcharge,237.97,2026-07-15T16:14:57+00:00
CHG-001476,ACCT-000033,B0015,2027-02-18,Delivery,30.56,2026-07-15T16:14:57+00:00
CHG-001477,ACCT-000129,B0015,2027-02-19,Rider,85.74,2026-07-15T16:14:57+00:00
CHG-001478,ACCT-000129,B0015,2027-02-21,Tax Surcharge,42.88,2026-07-15T16:14:57+00:00
CHG-001479,ACCT-000123,B0015,2027-02-24,Rider,386.11,2026-07-15T16:14:57+00:00
CHG-001480,ACCT-000123,B0015,2027-03-07,Tax Surcharge,204.13,2026-07-15T16:14:57+00:00
CHG-001481,ACCT-000123,B0015,2027-02-28,Energy,82.37,2026-07-15T16:14:57+00:00
CHG-001482,ACCT-000137,B0015,2027-03-11,Rider,306.92,2026-07-15T16:14:57+00:00
CHG-001483,ACCT-000042,B0015,2027-02-27,Delivery,220.37,2026-07-15T16:14:57+00:00
CHG-001484,ACCT-000042,B0015,2027-02-22,Rider,390.27,2026-07-15T16:14:57+00:00
CHG-001485,ACCT-000036,B0015,2027-02-14,Base Fee,294.73,2026-07-15T16:14:57+00:00
CHG-001486,ACCT-000036,B0015,2027-03-08,Base Fee,187.12,2026-07-15T16:14:57+00:00
CHG-001487,ACCT-000116,B0015,2027-03-03,Tax Surcharge,54.67,2026-07-15T16:14:57+00:00
CHG-001488,ACCT-000140,B0015,2027-02-27,Delivery,186.06,2026-07-15T16:14:57+00:00
CHG-001489,ACCT-000140,B0015,2027-03-08,Energy,229.03,2026-07-15T16:14:57+00:00
CHG-001490,ACCT-000050,B0015,2027-03-03,Rider,199.69,2026-07-15T16:14:57+00:00
CHG-001491,ACCT-000050,B0015,2027-03-04,Delivery,303.39,2026-07-15T16:14:57+00:00
CHG-001492,ACCT-000010,B0015,2027-02-20,Delivery,266.44,2026-07-15T16:14:57+00:00
CHG-001493,ACCT-000010,B0015,2027-02-20,Tax Surcharge,341.3,2026-07-15T16:14:57+00:00
CHG-001494,ACCT-000010,B0015,2027-02-28,Delivery,261.87,2026-07-15T16:14:57+00:00
CHG-001495,ACCT-000022,B0015,2027-02-16,Energy,361.94,2026-07-15T16:14:57+00:00
CHG-001496,ACCT-000022,B0015,2027-02-15,Base Fee,100.37,2026-07-15T16:14:57+00:00
CHG-001497,ACCT-000022,B0015,2027-02-23,Delivery,245.03,2026-07-15T16:14:57+00:00
CHG-001498,ACCT-000158,B0015,2027-03-09,Energy,273.78,2026-07-15T16:14:57+00:00
CHG-001499,ACCT-000158,B0015,2027-02-26,Energy,343.96,2026-07-15T16:14:57+00:00
CHG-001500,ACCT-000158,B0015,2027-02-28,Delivery,290.86,2026-07-15T16:14:57+00:00
CHG-001501,ACCT-000158,B0015,2027-03-05,Tax Surcharge,266.66,2026-07-15T16:14:57+00:00
CHG-001502,ACCT-000159,B0015,2027-03-10,Tax Surcharge,248.88,2026-07-15T16:14:57+00:00
CHG-001503,ACCT-000096,B0016,2027-04-07,Energy,155.16,2026-07-15T17:44:30+00:00
CHG-001504,ACCT-000096,B0016,2027-03-30,Delivery,222.28,2026-07-15T17:44:30+00:00
CHG-001505,ACCT-000096,B0016,2027-03-24,Delivery,317.19,2026-07-15T17:44:30+00:00
CHG-001506,ACCT-000060,B0016,2027-04-02,Rider,206.92,2026-07-15T17:44:30+00:00
CHG-001507,ACCT-000060,B0016,2027-04-10,Rider,357.13,2026-07-15T17:44:30+00:00
CHG-001508,ACCT-000060,B0016,2027-04-01,Tax Surcharge,332.77,2026-07-15T17:44:30+00:00
CHG-001509,ACCT-000060,B0016,2027-03-26,Rider,173.39,2026-07-15T17:44:30+00:00
CHG-001510,ACCT-000130,B0016,2027-04-04,Delivery,68.37,2026-07-15T17:44:30+00:00
CHG-001511,ACCT-000027,B0016,2027-03-29,Base Fee,262.45,2026-07-15T17:44:30+00:00
CHG-001512,ACCT-000027,B0016,2027-04-07,Base Fee,22.46,2026-07-15T17:44:30+00:00
CHG-001513,ACCT-000035,B0016,2027-03-26,Tax Surcharge,174.12,2026-07-15T17:44:30+00:00
CHG-001514,ACCT-000049,B0016,2027-04-07,Tax Surcharge,68.27,2026-07-15T17:44:30+00:00
CHG-001515,ACCT-000049,B0016,2027-03-17,Rider,227.38,2026-07-15T17:44:30+00:00
CHG-001516,ACCT-000049,B0016,2027-04-02,Rider,295.62,2026-07-15T17:44:30+00:00
CHG-001517,ACCT-000158,B0016,2027-04-02,Energy,189.25,2026-07-15T17:44:30+00:00
CHG-001518,ACCT-000158,B0016,2027-04-09,Base Fee,137.66,2026-07-15T17:44:30+00:00
CHG-001519,ACCT-000088,B0016,2027-04-05,Delivery,167.4,2026-07-15T17:44:30+00:00
CHG-001520,ACCT-000088,B0016,2027-03-16,Delivery,294.53,2026-07-15T17:44:30+00:00
CHG-001521,ACCT-000088,B0016,2027-03-25,Energy,342.37,2026-07-15T17:44:30+00:00
CHG-001522,ACCT-000088,B0016,2027-04-07,Base Fee,334.88,2026-07-15T17:44:30+00:00
CHG-001523,ACCT-000001,B0016,2027-04-03,Energy,24.38,2026-07-15T17:44:30+00:00
CHG-001524,ACCT-000001,B0016,2027-03-21,Tax Surcharge,270.55,2026-07-15T17:44:30+00:00
CHG-001525,ACCT-000001,B0016,2027-03-21,Energy,386.41,2026-07-15T17:44:30+00:00
CHG-001526,ACCT-000001,B0016,2027-04-03,Energy,24.38,2026-07-15T17:44:30+00:00
CHG-001527,ACCT-000037,B0016,2027-04-03,Base Fee,273.47,2026-07-15T17:44:30+00:00
CHG-001528,ACCT-000077,B0016,2027-04-03,Base Fee,388.54,2026-07-15T17:44:30+00:00
CHG-001529,ACCT-000077,B0016,2027-03-19,Rider,332.92,2026-07-15T17:44:30+00:00
CHG-001530,ACCT-000077,B0016,2027-03-20,Delivery,139.08,2026-07-15T17:44:30+00:00
CHG-001531,ACCT-000144,B0016,2027-03-29,Rider,383.61,2026-07-15T17:44:30+00:00
CHG-001532,ACCT-000144,B0016,2027-04-09,Delivery,310.27,2026-07-15T17:44:30+00:00
CHG-001533,ACCT-000092,B0016,2027-03-24,Delivery,239.42,2026-07-15T17:44:30+00:00
CHG-001534,ACCT-000092,B0016,2027-04-05,Delivery,95.94,2026-07-15T17:44:30+00:00
CHG-001535,ACCT-000010,B0016,2027-04-02,Rider,315.88,2026-07-15T17:44:30+00:00
CHG-001536,ACCT-000010,B0016,2027-04-05,Tax Surcharge,192.18,2026-07-15T17:44:30+00:00
CHG-001537,ACCT-000010,B0016,2027-03-18,Base Fee,256.82,2026-07-15T17:44:30+00:00
CHG-001538,ACCT-000090,B0016,2027-03-21,Rider,334.82,2026-07-15T17:44:30+00:00
CHG-001539,ACCT-000090,B0016,2027-04-02,Delivery,147.6,2026-07-15T17:44:30+00:00
CHG-001540,ACCT-000147,B0016,2027-04-07,Energy,279.77,2026-07-15T17:44:30+00:00
CHG-001541,ACCT-000147,B0016,2027-03-26,Rider,300.95,2026-07-15T17:44:30+00:00
CHG-001542,ACCT-000147,B0016,2027-03-17,Energy,60.58,2026-07-15T17:44:30+00:00
CHG-001543,ACCT-000147,B0016,2027-04-07,Base Fee,203.74,2026-07-15T17:44:30+00:00
CHG-001544,ACCT-000070,B0016,2027-03-28,Delivery,278.44,2026-07-15T17:44:30+00:00
CHG-001545,ACCT-000070,B0016,2027-03-21,Delivery,21.37,2026-07-15T17:44:30+00:00
CHG-001546,ACCT-000039,B0016,2027-04-09,Base Fee,70.03,2026-07-15T17:44:30+00:00
CHG-001547,ACCT-000039,B0016,2027-03-21,Tax Surcharge,253.04,2026-07-15T17:44:30+00:00
CHG-001548,ACCT-000039,B0016,2027-04-07,Base Fee,299.13,2026-07-15T17:44:30+00:00
CHG-001549,ACCT-000039,B0016,2027-03-30,Delivery,141.06,2026-07-15T17:44:30+00:00
CHG-001550,ACCT-000089,B0016,2027-03-26,Tax Surcharge,188.78,2026-07-15T17:44:30+00:00
CHG-001551,ACCT-000089,B0016,2027-04-01,Energy,160.6,2026-07-15T17:44:30+00:00
CHG-001552,ACCT-000089,B0016,2027-04-07,Rider,52.85,2026-07-15T17:44:30+00:00
CHG-001553,ACCT-000089,B0016,2027-03-27,Delivery,122.1,2026-07-15T17:44:30+00:00
CHG-001554,ACCT-000089,B0016,2027-04-07,Rider,52.85,2026-07-15T17:44:30+00:00
CHG-001555,ACCT-000086,B0016,2027-04-05,Tax Surcharge,272.62,2026-07-15T17:44:30+00:00
CHG-001556,ACCT-000086,B0016,2027-03-26,Rider,185.31,2026-07-15T17:44:30+00:00
CHG-001557,ACCT-000086,B0016,2027-03-18,Delivery,312.81,2026-07-15T17:44:30+00:00
CHG-001558,ACCT-000086,B0016,2027-03-29,Base Fee,304.49,2026-07-15T17:44:30+00:00
CHG-001559,ACCT-000139,B0016,2027-04-06,Tax Surcharge,131.24,2026-07-15T17:44:30+00:00
CHG-001560,ACCT-000139,B0016,2027-03-21,Tax Surcharge,219.47,2026-07-15T17:44:30+00:00
CHG-001561,ACCT-000139,B0016,2027-04-08,Base Fee,167.35,2026-07-15T17:44:30+00:00
CHG-001562,ACCT-000139,B0016,2027-03-18,Tax Surcharge,131.12,2026-07-15T17:44:30+00:00
CHG-001563,ACCT-000103,B0016,2027-03-21,Rider,112.39,2026-07-15T17:44:30+00:00
CHG-001564,ACCT-000103,B0016,2027-03-18,Delivery,160.63,2026-07-15T17:44:30+00:00
CHG-001565,ACCT-000103,B0016,2027-03-19,Rider,210.13,2026-07-15T17:44:30+00:00
CHG-001566,ACCT-000103,B0016,2027-03-28,Delivery,199.05,2026-07-15T17:44:30+00:00
CHG-001567,ACCT-000142,B0016,2027-03-23,Base Fee,393.29,2026-07-15T17:44:30+00:00
CHG-001568,ACCT-000036,B0016,2027-03-26,Tax Surcharge,89.0,2026-07-15T17:44:30+00:00
CHG-001569,ACCT-000036,B0016,2027-03-26,Base Fee,274.11,2026-07-15T17:44:30+00:00
CHG-001570,ACCT-000036,B0016,2027-03-26,Tax Surcharge,89.0,2026-07-15T17:44:30+00:00
CHG-001571,ACCT-000117,B0016,2027-03-20,Rider,197.57,2026-07-15T17:44:30+00:00
CHG-001572,ACCT-000117,B0016,2027-04-08,Delivery,25.29,2026-07-15T17:44:30+00:00
CHG-001573,ACCT-000117,B0016,2027-03-20,Energy,177.29,2026-07-15T17:44:30+00:00
CHG-001574,ACCT-000112,B0016,2027-03-16,Energy,207.71,2026-07-15T17:44:30+00:00
CHG-001575,ACCT-000112,B0016,2027-03-19,Energy,344.26,2026-07-15T17:44:30+00:00
CHG-001576,ACCT-000112,B0016,2027-03-20,Rider,174.96,2026-07-15T17:44:30+00:00
CHG-001577,ACCT-000121,B0016,2027-03-28,Base Fee,341.68,2026-07-15T17:44:30+00:00
CHG-001578,ACCT-000121,B0016,2027-03-16,Energy,114.51,2026-07-15T17:44:30+00:00
CHG-001579,ACCT-000019,B0016,2027-04-05,Delivery,261.08,2026-07-15T17:44:30+00:00
CHG-001580,ACCT-000019,B0016,2027-03-17,Delivery,136.45,2026-07-15T17:44:30+00:00
CHG-001581,ACCT-000128,B0016,2027-03-20,Energy,379.23,2026-07-15T17:44:30+00:00
CHG-001582,ACCT-000128,B0016,2027-03-22,Delivery,39.6,2026-07-15T17:44:30+00:00
CHG-001583,ACCT-000128,B0016,2027-04-03,Energy,378.33,2026-07-15T17:44:30+00:00
CHG-001584,ACCT-000128,B0016,2027-03-21,Rider,268.06,2026-07-15T17:44:30+00:00
CHG-001585,ACCT-000093,B0016,2027-04-01,Base Fee,256.12,2026-07-15T17:44:30+00:00
CHG-001586,ACCT-000093,B0016,2027-03-17,Tax Surcharge,121.13,2026-07-15T17:44:30+00:00
CHG-001587,ACCT-000047,B0016,2027-04-05,Tax Surcharge,76.56,2026-07-15T17:44:30+00:00
